% ground data set
@relation ground
@attribute H real
@attribute S real
@attribute V real
@attribute class {0, 1}
@data
0.733333, 0.147059, 0.133333, 1
0.276423, 0.518987, 0.309804, 0
0.700000, 0.135135, 0.145098, 1
0.916667, 0.055556, 0.141176, 0
0.265432, 0.397059, 0.266667, 0
0.571429, 0.179487, 0.152941, 1
0.260000, 0.423729, 0.231373, 0
0.272727, 0.600000, 0.431373, 0
0.265027, 0.586538, 0.407843, 0
0.051282, 0.634146, 0.321569, 0
0.271739, 0.534884, 0.337255, 0
0.270440, 0.535354, 0.388235, 0
0.533333, 0.200000, 0.196078, 0
0.231481, 0.450000, 0.313725, 0
0.571429, 0.175000, 0.156863, 1
0.309524, 0.280000, 0.196078, 1
0.611111, 0.090909, 0.129412, 0
0.284091, 0.505747, 0.341176, 0
0.172043, 0.500000, 0.243137, 1
0.222222, 0.421053, 0.223529, 0
0.410256, 0.288889, 0.176471, 1
0.199187, 0.539474, 0.298039, 1
0.236111, 0.338028, 0.278431, 0
0.269231, 0.245283, 0.207843, 0
0.458333, 0.111111, 0.141176, 0
0.247312, 0.553571, 0.219608, 0
0.571429, 0.175000, 0.156863, 1
0.287879, 0.215686, 0.200000, 0
0.611111, 0.078947, 0.149020, 1
0.366667, 0.238095, 0.164706, 1
0.275000, 0.333333, 0.235294, 0
0.388889, 0.393443, 0.239216, 1
0.166667, 0.710526, 0.298039, 1
0.027778, 0.592593, 0.317647, 0
0.262963, 0.529412, 0.333333, 0
0.370370, 0.321429, 0.219608, 1
0.184685, 0.544118, 0.266667, 1
0.241667, 0.506329, 0.309804, 0
0.988506, 0.453125, 0.250980, 0
0.407407, 0.225000, 0.156863, 1
0.434959, 0.650794, 0.247059, 1
0.287879, 0.150685, 0.286275, 1
0.410256, 0.288889, 0.176471, 1
0.270202, 0.578947, 0.447059, 0
0.263682, 0.582609, 0.450980, 0
0.280488, 0.512500, 0.313725, 0
0.384615, 0.270833, 0.188235, 1
0.666667, 0.227273, 0.172549, 1
0.000000, 0.571429, 0.274510, 0
0.266667, 0.505618, 0.349020, 0
0.992063, 0.591549, 0.278431, 1
0.273504, 0.464286, 0.329412, 0
0.202703, 0.513889, 0.282353, 1
0.274510, 0.314815, 0.211765, 0
0.401961, 0.340000, 0.196078, 1
0.291667, 0.406780, 0.231373, 1
0.310078, 0.477778, 0.352941, 1
0.401961, 0.326923, 0.203922, 1
0.000000, 0.491803, 0.239216, 1
0.275362, 0.584746, 0.462745, 0
0.189394, 0.586667, 0.294118, 1
0.260417, 0.587156, 0.427451, 0
0.250000, 0.494845, 0.380392, 0
0.316479, 0.566879, 0.615686, 1
0.483333, 0.250000, 0.156863, 1
0.263158, 0.475000, 0.313725, 0
0.385417, 0.290909, 0.215686, 1
0.267157, 0.586207, 0.454902, 0
0.272222, 0.476190, 0.247059, 0
0.303030, 0.385965, 0.223529, 0
0.280488, 0.460674, 0.349020, 1
0.281250, 0.296296, 0.211765, 1
0.250000, 0.400000, 0.254902, 0
0.238739, 0.506849, 0.286275, 0
0.378788, 0.239130, 0.180392, 1
0.468750, 0.355556, 0.176471, 1
0.576923, 0.288889, 0.176471, 1
0.312500, 0.156863, 0.200000, 0
0.416667, 0.058824, 0.133333, 0
0.270202, 0.578947, 0.447059, 0
0.907407, 0.037344, 0.945098, 1
0.287037, 0.576000, 0.490196, 1
0.306452, 0.521008, 0.466667, 1
0.003704, 0.569620, 0.309804, 0
0.416667, 0.054054, 0.145098, 0
0.638889, 0.171429, 0.137255, 0
0.666667, 0.256410, 0.152941, 0
0.908333, 0.400000, 0.196078, 1
0.996212, 0.578947, 0.298039, 0
0.192810, 0.614458, 0.325490, 1
0.638889, 0.166667, 0.141176, 1
0.604167, 0.216216, 0.145098, 0
0.483333, 0.250000, 0.156863, 1
0.253788, 0.530120, 0.325490, 0
0.270202, 0.578947, 0.447059, 0
0.562500, 0.205128, 0.152941, 1
0.274691, 0.524272, 0.403922, 0
0.271739, 0.489362, 0.368627, 0
0.533333, 0.142857, 0.137255, 1
0.409091, 0.250000, 0.172549, 1
0.272487, 0.562500, 0.439216, 0
0.384615, 0.276596, 0.184314, 1
0.178295, 0.597222, 0.282353, 0
0.023256, 0.565789, 0.298039, 0
0.122642, 0.535354, 0.388235, 0
0.615385, 0.295455, 0.172549, 0
0.230769, 0.443182, 0.345098, 1
0.053030, 0.338462, 0.254902, 0
0.210692, 0.616279, 0.337255, 1
0.515152, 0.268293, 0.160784, 1
0.297619, 0.259259, 0.211765, 0
0.173759, 0.610390, 0.301961, 1
0.289855, 0.560976, 0.482353, 1
0.270440, 0.524752, 0.396078, 0
0.298246, 0.513514, 0.290196, 1
0.305556, 0.512195, 0.321569, 1
0.266667, 0.585586, 0.435294, 0
0.983333, 0.243902, 0.160784, 1
0.274194, 0.574074, 0.423529, 0
0.248062, 0.544304, 0.309804, 1
0.194444, 0.552632, 0.298039, 1
0.269841, 0.567568, 0.435294, 0
0.270642, 0.668712, 0.639216, 1
0.410256, 0.245283, 0.207843, 1
0.266667, 0.641026, 0.305882, 0
0.562500, 0.200000, 0.156863, 1
0.211111, 0.258621, 0.227451, 1
0.388889, 0.136364, 0.172549, 1
0.241667, 0.459770, 0.341176, 0
0.126506, 0.798077, 0.407843, 1
0.611111, 0.085714, 0.137255, 0
0.533333, 0.135135, 0.145098, 1
0.527778, 0.292683, 0.160784, 1
0.281250, 0.275862, 0.227451, 0
0.416667, 0.064516, 0.121569, 1
0.291667, 0.380952, 0.247059, 0
0.290476, 0.443038, 0.309804, 0
0.291667, 0.380952, 0.247059, 0
0.222222, 0.455696, 0.309804, 0
0.010101, 0.507692, 0.254902, 1
0.259259, 0.540000, 0.392157, 0
0.279570, 0.387500, 0.313725, 0
0.274011, 0.551402, 0.419608, 0
0.550595, 0.528302, 0.415686, 1
0.324074, 0.428571, 0.164706, 1
0.638889, 0.166667, 0.141176, 1
0.544444, 0.365854, 0.160784, 1
0.611111, 0.081081, 0.145098, 1
0.269231, 0.265306, 0.192157, 1
0.527778, 0.307692, 0.152941, 1
0.178295, 0.589041, 0.286275, 1
0.280142, 0.505376, 0.364706, 0
0.666667, 0.190476, 0.164706, 1
0.265873, 0.500000, 0.329412, 0
0.276042, 0.571429, 0.439216, 1
0.401515, 0.328358, 0.262745, 0
0.444444, 0.153846, 0.152941, 1
0.477011, 0.420290, 0.270588, 1
0.611111, 0.085714, 0.137255, 0
0.276423, 0.500000, 0.321569, 1
0.611111, 0.076923, 0.152941, 1
0.262821, 0.559140, 0.364706, 0
0.439394, 0.255814, 0.168627, 1
0.193989, 0.717647, 0.333333, 0
0.267361, 0.521739, 0.360784, 0
0.292857, 0.573770, 0.478431, 1
0.255208, 0.415584, 0.301961, 1
0.268116, 0.294872, 0.305882, 0
0.280556, 0.540541, 0.435294, 0
0.255556, 0.300000, 0.196078, 0
0.214286, 0.590361, 0.325490, 1
0.234127, 0.538462, 0.305882, 1
0.104167, 0.173913, 0.180392, 1
0.255208, 0.477612, 0.262745, 0
0.370370, 0.321429, 0.219608, 1
0.247312, 0.378049, 0.321569, 0
0.238889, 0.461538, 0.254902, 0
0.274194, 0.563636, 0.431373, 0
0.287037, 0.367347, 0.192157, 1
0.182099, 0.729730, 0.290196, 1
0.212121, 0.229167, 0.188235, 0
0.256410, 0.419355, 0.243137, 1
0.216667, 0.526316, 0.298039, 0
0.266667, 0.575221, 0.443137, 0
0.265027, 0.564815, 0.423529, 0
0.458333, 0.111111, 0.141176, 1
0.483333, 0.238095, 0.164706, 1
0.388889, 0.393443, 0.239216, 1
0.405303, 0.550000, 0.313725, 1
0.064103, 0.585586, 0.435294, 0
0.777778, 0.088235, 0.133333, 0
0.460317, 0.355932, 0.231373, 1
0.533333, 0.142857, 0.137255, 0
0.666667, 0.057143, 0.137255, 0
0.246667, 0.568182, 0.345098, 0
0.282051, 0.575221, 0.443137, 0
0.700000, 0.142857, 0.137255, 1
0.350000, 0.217391, 0.180392, 1
0.409091, 0.244444, 0.176471, 1
0.280556, 0.545455, 0.431373, 0
0.694444, 0.162162, 0.145098, 0
0.311111, 0.483871, 0.364706, 1
0.000000, 0.597403, 0.301961, 1
0.439394, 0.203704, 0.211765, 1
0.074713, 0.414286, 0.274510, 0
0.271318, 0.477778, 0.352941, 0
0.281746, 0.600000, 0.549020, 1
0.373333, 0.373134, 0.262745, 1
0.192708, 0.500000, 0.250980, 1
0.194444, 0.560000, 0.294118, 1
0.108974, 0.426230, 0.239216, 0
0.333333, 0.222222, 0.211765, 1
0.272727, 0.423077, 0.305882, 0
0.545455, 0.268293, 0.160784, 1
0.016129, 0.484375, 0.250980, 1
0.012821, 0.611765, 0.333333, 0
0.878788, 0.045455, 0.949020, 1
0.247748, 0.895161, 0.486275, 0
0.269231, 0.406250, 0.250980, 0
0.273504, 0.464286, 0.329412, 0
0.273148, 0.610169, 0.462745, 0
0.277778, 0.439024, 0.321569, 0
0.361111, 0.260870, 0.180392, 1
0.182099, 0.710526, 0.298039, 0
0.131313, 0.464789, 0.278431, 1
0.500000, 0.150000, 0.156863, 1
0.273913, 0.756579, 0.596078, 1
0.272727, 0.600000, 0.431373, 0
0.324074, 0.315789, 0.223529, 1
0.186992, 0.585714, 0.274510, 0
0.175214, 0.527027, 0.290196, 0
0.322222, 0.283019, 0.207843, 1
0.525641, 0.295455, 0.172549, 1
0.270833, 0.549020, 0.400000, 0
0.321918, 0.540741, 0.529412, 1
0.325000, 0.333333, 0.235294, 0
0.211712, 0.440476, 0.329412, 0
0.210145, 0.575000, 0.313725, 0
0.189394, 0.602740, 0.286275, 1
0.733333, 0.131579, 0.149020, 1
0.428571, 0.424242, 0.258824, 1
0.246377, 0.511111, 0.352941, 0
0.378788, 0.250000, 0.172549, 1
0.322581, 0.413333, 0.294118, 1
0.500000, 0.166667, 0.141176, 1
0.255556, 0.283019, 0.207843, 0
0.051724, 0.386667, 0.294118, 0
0.066667, 0.434783, 0.270588, 0
0.209040, 0.627660, 0.368627, 0
0.258706, 0.592920, 0.443137, 0
0.738095, 0.205882, 0.133333, 1
0.243243, 0.666667, 0.435294, 0
0.283784, 0.456790, 0.317647, 0
0.130952, 0.531646, 0.309804, 0
0.166667, 0.550725, 0.270588, 1
0.272487, 0.557522, 0.443137, 0
0.291667, 0.393443, 0.239216, 1
0.186992, 0.594203, 0.270588, 0
0.345238, 0.269231, 0.203922, 1
0.272222, 0.441176, 0.266667, 0
0.185185, 0.391304, 0.270588, 0
0.805556, 0.153846, 0.152941, 1
0.402778, 0.400000, 0.235294, 1
0.260684, 0.475610, 0.321569, 0
0.527778, 0.266667, 0.176471, 0
0.237037, 0.529412, 0.333333, 0
0.324074, 0.264706, 0.266667, 1
0.444444, 0.146341, 0.160784, 1
0.611111, 0.083333, 0.141176, 0
0.464646, 0.717391, 0.360784, 1
0.270440, 0.530000, 0.392157, 0
0.120690, 0.439394, 0.258824, 0
0.266667, 0.568182, 0.345098, 0
0.275000, 0.357143, 0.219608, 0
0.264286, 0.736842, 0.372549, 0
0.244048, 0.444444, 0.247059, 0
0.166667, 0.250000, 0.188235, 0
0.395833, 0.307692, 0.203922, 1
0.111111, 0.083333, 0.141176, 0
0.421569, 0.354167, 0.188235, 1
0.248062, 0.537500, 0.313725, 0
0.270492, 0.580952, 0.411765, 0
0.260684, 0.464286, 0.329412, 1
0.319728, 0.556818, 0.690196, 1
0.220588, 0.485714, 0.274510, 1
0.410256, 0.288889, 0.176471, 1
0.442308, 0.406250, 0.250980, 1
0.364583, 0.307692, 0.203922, 1
0.395833, 0.326531, 0.192157, 1
0.178571, 0.250000, 0.219608, 0
0.350000, 0.212766, 0.184314, 1
0.833333, 0.176471, 1.000000, 1
0.361111, 0.250000, 0.188235, 1
0.265432, 0.391304, 0.270588, 0
0.194444, 0.538462, 0.305882, 0
0.916667, 0.058824, 0.133333, 1
0.333333, 0.397436, 0.305882, 1
0.401961, 0.320755, 0.207843, 0
0.329365, 0.446809, 0.368627, 1
0.270492, 0.564815, 0.423529, 0
0.238095, 0.375000, 0.219608, 0
0.253788, 0.807339, 0.427451, 0
0.273504, 0.364486, 0.419608, 1
0.267606, 0.596639, 0.466667, 0
0.399123, 0.622951, 0.478431, 1
0.237805, 0.759259, 0.423529, 0
0.388889, 0.146341, 0.160784, 1
0.410256, 0.276596, 0.184314, 1
0.281250, 0.296296, 0.211765, 0
0.258865, 0.528090, 0.349020, 0
0.371795, 0.276596, 0.184314, 1
0.444444, 0.142857, 0.164706, 1
0.407407, 0.219512, 0.160784, 1
0.274691, 0.556701, 0.380392, 0
0.267241, 0.532110, 0.427451, 1
0.700000, 0.135135, 0.145098, 0
0.285714, 0.344262, 0.239216, 0
0.666667, 0.057143, 0.137255, 0
0.208333, 0.527132, 0.505882, 1
0.253788, 0.517647, 0.333333, 0
0.270833, 0.487805, 0.321569, 0
0.925926, 0.105882, 1.000000, 1
0.206667, 0.625000, 0.313725, 0
0.270202, 0.634615, 0.407843, 1
0.611111, 0.078947, 0.149020, 1
0.274510, 0.314815, 0.211765, 1
0.310345, 0.397260, 0.286275, 1
0.275000, 0.363636, 0.215686, 0
0.298246, 0.322034, 0.231373, 1
0.380952, 0.362069, 0.227451, 1
0.285714, 0.405797, 0.270588, 1
0.366667, 0.121951, 0.160784, 1
0.991667, 0.298507, 0.262745, 0
0.361111, 0.255319, 0.184314, 1
0.378788, 0.255814, 0.168627, 1
0.265027, 0.559633, 0.427451, 0
0.263158, 0.508929, 0.439216, 0
0.507937, 0.411765, 0.200000, 1
0.270531, 0.570248, 0.474510, 0
0.285714, 0.350000, 0.235294, 1
0.611111, 0.078947, 0.149020, 1
0.372340, 0.643836, 0.286275, 1
0.444444, 0.250000, 0.188235, 1
0.712121, 0.261905, 0.164706, 0
0.287037, 0.315789, 0.223529, 0
0.421569, 0.298246, 0.223529, 0
0.252033, 0.500000, 0.321569, 0
0.369565, 0.613333, 0.294118, 1
0.182796, 0.500000, 0.243137, 1
0.310811, 0.451220, 0.321569, 1
0.234694, 0.563218, 0.341176, 0
0.277778, 0.548077, 0.407843, 0
0.274775, 0.592000, 0.490196, 1
0.315789, 0.263889, 0.282353, 0
0.271739, 0.505495, 0.356863, 0
0.021277, 0.580247, 0.317647, 0
0.415570, 0.596078, 1.000000, 1
0.481481, 0.214286, 0.164706, 1
0.198718, 0.650000, 0.313725, 0
0.384615, 0.250000, 0.203922, 1
0.290404, 0.532258, 0.486275, 1
0.272222, 0.454545, 0.258824, 1
0.416667, 0.055556, 0.141176, 1
0.289855, 0.500000, 0.541176, 1
0.266667, 0.531915, 0.368627, 0
0.266667, 0.163934, 0.239216, 1
0.241667, 0.476190, 0.329412, 0
0.384058, 0.396552, 0.227451, 1
0.178295, 0.573333, 0.294118, 0
0.604167, 0.222222, 0.141176, 1
0.287037, 0.585366, 0.482353, 1
0.261905, 0.515789, 0.372549, 0
0.184739, 0.783019, 0.415686, 1
0.192810, 0.637500, 0.313725, 1
0.531746, 0.448718, 0.917647, 1
0.263158, 0.487179, 0.305882, 0
0.307339, 0.615819, 0.694118, 1
0.277778, 0.525773, 0.380392, 0
0.409091, 0.255814, 0.168627, 1
0.267361, 0.489796, 0.384314, 0
0.173333, 0.714286, 0.274510, 0
0.175000, 0.563380, 0.278431, 1
0.266667, 0.357143, 0.219608, 0
0.200000, 0.561798, 0.349020, 0
0.196078, 0.459459, 0.290196, 1
0.269841, 0.557522, 0.443137, 0
0.268116, 0.403509, 0.223529, 0
0.444444, 0.153846, 0.152941, 1
0.401961, 0.346939, 0.192157, 1
0.750000, 0.300000, 0.156863, 1
0.500000, 0.162162, 0.145098, 1
0.267730, 0.594937, 0.619608, 1
0.175000, 0.579710, 0.270588, 0
0.130952, 0.437500, 0.250980, 1
0.638889, 0.171429, 0.137255, 1
0.337900, 0.557252, 0.513725, 1
0.439394, 0.255814, 0.168627, 1
0.409091, 0.250000, 0.172549, 1
0.500000, 0.166667, 0.141176, 0
0.305031, 0.524752, 0.396078, 1
0.444444, 0.219512, 0.160784, 1
0.318182, 0.224490, 0.192157, 1
0.366667, 0.119048, 0.164706, 1
0.268116, 0.377049, 0.239216, 0
0.171111, 0.797872, 0.368627, 0
0.192982, 0.550725, 0.270588, 1
0.385417, 0.313725, 0.200000, 1
0.145161, 0.329787, 0.368627, 1
0.562500, 0.200000, 0.156863, 1
0.250000, 0.260870, 0.180392, 0
0.229798, 0.702128, 0.368627, 0
0.571429, 0.194444, 0.141176, 0
0.240385, 0.530612, 0.384314, 0
0.666667, 0.181818, 0.172549, 1
0.231481, 0.529412, 0.266667, 0
0.194444, 0.537313, 0.262745, 1
0.333333, 0.375000, 0.250980, 0
0.384615, 0.260000, 0.196078, 1
0.571429, 0.170732, 0.160784, 0
0.265873, 0.471910, 0.349020, 0
0.395833, 0.333333, 0.188235, 1
0.388889, 0.142857, 0.164706, 1
0.280142, 0.540230, 0.341176, 0
0.481481, 0.214286, 0.164706, 1
0.410256, 0.288889, 0.176471, 1
0.366667, 0.081967, 0.239216, 1
0.410256, 0.288889, 0.176471, 1
0.292453, 0.514563, 0.403922, 1
0.200000, 0.548780, 0.321569, 0
0.285256, 0.520000, 0.392157, 0
0.260417, 0.551724, 0.454902, 0
0.170635, 0.591549, 0.278431, 0
0.345238, 0.285714, 0.192157, 1
0.345238, 0.254545, 0.215686, 1
0.252033, 0.506173, 0.317647, 0
0.258865, 0.540230, 0.341176, 0
0.181548, 0.666667, 0.329412, 0
0.267361, 0.545455, 0.345098, 0
0.401515, 0.385965, 0.223529, 1
0.958333, 0.111111, 0.141176, 1
0.171875, 0.492308, 0.254902, 1
0.271318, 0.505882, 0.333333, 0
0.481481, 0.230769, 0.152941, 1
0.303571, 0.444444, 0.247059, 1
0.327083, 0.563380, 0.556863, 1
0.202381, 0.500000, 0.219608, 0
0.322222, 0.277778, 0.211765, 1
0.777778, 0.083333, 0.141176, 1
0.576923, 0.317073, 0.160784, 0
0.378788, 0.244444, 0.176471, 1
0.284314, 0.447368, 0.298039, 0
0.215686, 0.500000, 0.266667, 1
0.280702, 0.593750, 0.376471, 0
0.265027, 0.570093, 0.419608, 0
0.193182, 0.586667, 0.294118, 1
0.384615, 0.288889, 0.176471, 1
0.633333, 0.135135, 0.145098, 0
0.291246, 0.678082, 0.572549, 1
0.275000, 0.281690, 0.278431, 1
0.265625, 0.463768, 0.270588, 1
0.273148, 0.610169, 0.462745, 0
0.281250, 0.280702, 0.223529, 0
0.256579, 0.655172, 0.454902, 1
0.043478, 0.630137, 0.286275, 0
0.500000, 0.146341, 0.160784, 1
0.378788, 0.229167, 0.188235, 1
0.558824, 0.354167, 0.188235, 1
0.694444, 0.166667, 0.141176, 0
0.245370, 0.486486, 0.290196, 1
0.350000, 0.217391, 0.180392, 1
0.571429, 0.166667, 0.164706, 1
0.270202, 0.564103, 0.458824, 0
0.324074, 0.310345, 0.227451, 1
0.444444, 0.225000, 0.156863, 1
0.277778, 0.724138, 0.341176, 0
0.351852, 0.327273, 0.215686, 1
0.267157, 0.596491, 0.447059, 0
0.265625, 0.463768, 0.270588, 0
0.277778, 0.439024, 0.321569, 0
0.272487, 0.577982, 0.427451, 0
0.364583, 0.313725, 0.200000, 1
0.270833, 0.708861, 0.309804, 1
0.983333, 0.350877, 0.223529, 1
0.305556, 0.157895, 0.149020, 1
0.533333, 0.142857, 0.137255, 1
0.271318, 0.488636, 0.345098, 0
0.335526, 0.638655, 0.466667, 1
0.103175, 0.318182, 0.258824, 0
0.481481, 0.209302, 0.168627, 1
0.193182, 0.564103, 0.305882, 1
0.533333, 0.138889, 0.141176, 1
0.371795, 0.265306, 0.192157, 1
0.444444, 0.333333, 0.247059, 1
0.633333, 0.142857, 0.137255, 1
0.244048, 0.451613, 0.243137, 0
0.270440, 0.530000, 0.392157, 0
0.407407, 0.243243, 0.145098, 1
0.469136, 0.490909, 0.215686, 1
0.777778, 0.081081, 0.145098, 1
0.275362, 0.575000, 0.470588, 1
0.233333, 0.531915, 0.184314, 1
0.148148, 0.608108, 0.290196, 0
0.324074, 0.315789, 0.223529, 1
0.385417, 0.290909, 0.215686, 1
0.277778, 0.532710, 0.419608, 0
0.364583, 0.307692, 0.203922, 1
0.303922, 0.278689, 0.239216, 0
0.269841, 0.562500, 0.439216, 0
0.959877, 0.650602, 0.325490, 1
0.267361, 0.510638, 0.368627, 0
0.444444, 0.204545, 0.172549, 1
0.276423, 0.518987, 0.309804, 1
0.192982, 0.301587, 0.247059, 0
0.500000, 0.162162, 0.145098, 1
0.246667, 0.675676, 0.290196, 0
0.500000, 0.166667, 0.141176, 1
0.266667, 0.526316, 0.372549, 0
0.270531, 0.584746, 0.462745, 0
0.279762, 0.417910, 0.262745, 0
0.395833, 0.313725, 0.200000, 1
0.270202, 0.573913, 0.450980, 0
0.287879, 0.244444, 0.176471, 0
0.323446, 0.543779, 0.850980, 1
0.291667, 0.421053, 0.298039, 1
0.315657, 0.545455, 0.474510, 0
0.324561, 0.584615, 0.509804, 1
0.361111, 0.272727, 0.172549, 1
0.360360, 0.445783, 0.325490, 1
0.265027, 0.559633, 0.427451, 0
0.402778, 0.406780, 0.231373, 1
0.193878, 0.590361, 0.325490, 1
0.170635, 0.591549, 0.278431, 1
0.287879, 0.234043, 0.184314, 1
0.644444, 0.326087, 0.180392, 1
0.261905, 0.521277, 0.368627, 0
0.559524, 0.318182, 0.172549, 1
0.272727, 0.440000, 0.294118, 1
0.245370, 0.450000, 0.313725, 0
0.694444, 0.157895, 0.149020, 0
0.238095, 0.545455, 0.301961, 0
0.265027, 0.575472, 0.415686, 0
0.370370, 0.327273, 0.215686, 1
0.279570, 0.436620, 0.278431, 1
0.272727, 0.440000, 0.294118, 1
0.309969, 0.614943, 0.682353, 1
0.837037, 0.176471, 1.000000, 1
0.500000, 0.153846, 0.152941, 1
0.266667, 0.505618, 0.349020, 0
0.480000, 0.403226, 0.243137, 1
0.250000, 0.435897, 0.305882, 0
0.103774, 0.595506, 0.349020, 0
0.265432, 0.415385, 0.254902, 0
0.272487, 0.567568, 0.435294, 0
0.284314, 0.441558, 0.301961, 0
0.277778, 0.560748, 0.419608, 0
0.500000, 0.390244, 0.160784, 1
0.166667, 0.463415, 0.321569, 0
0.682540, 0.388889, 0.211765, 1
0.231481, 0.493151, 0.286275, 0
0.272222, 0.416667, 0.282353, 0
0.384615, 0.282609, 0.180392, 1
0.214286, 0.530303, 0.258824, 0
0.481481, 0.225000, 0.156863, 1
0.277778, 0.562500, 0.439216, 0
0.408333, 0.281690, 0.278431, 1
0.274691, 0.524272, 0.403922, 0
0.260684, 0.469880, 0.325490, 0
0.252033, 0.630769, 0.254902, 1
0.276515, 0.611111, 0.282353, 0
0.274011, 0.546296, 0.423529, 0
0.303922, 0.303571, 0.219608, 1
0.573333, 0.462963, 0.211765, 1
0.312500, 0.181818, 0.172549, 1
0.177083, 0.390244, 0.160784, 0
0.047009, 0.549296, 0.278431, 0
0.385417, 0.320000, 0.196078, 1
0.192708, 0.516129, 0.243137, 1
0.261905, 0.510417, 0.376471, 0
0.272727, 0.458333, 0.282353, 0
0.294118, 0.326923, 0.203922, 1
0.283333, 0.459770, 0.341176, 0
0.275510, 0.505155, 0.380392, 0
0.378788, 0.229167, 0.188235, 1
0.248062, 0.518072, 0.325490, 0
0.361111, 0.230769, 0.203922, 1
0.295290, 0.625850, 0.576471, 1
0.271739, 0.511111, 0.352941, 0
0.289308, 0.557895, 0.372549, 1
0.252874, 0.426471, 0.266667, 0
0.700000, 0.138889, 0.141176, 0
0.500000, 0.162162, 0.145098, 1
0.272727, 0.464789, 0.278431, 1
0.289683, 0.494118, 0.333333, 0
0.260684, 0.487500, 0.313725, 0
0.260684, 0.500000, 0.305882, 0
0.177083, 0.285714, 0.219608, 0
0.278607, 0.567797, 0.462745, 0
0.760000, 0.480769, 0.203922, 0
0.500000, 0.162162, 0.145098, 1
0.700000, 0.138889, 0.141176, 1
0.310458, 0.500000, 0.400000, 1
0.444444, 0.333333, 0.176471, 1
0.633333, 0.142857, 0.137255, 1
0.402778, 0.452830, 0.207843, 1
0.275000, 0.327869, 0.239216, 0
0.255556, 0.288462, 0.203922, 0
0.338235, 0.400000, 0.333333, 1
0.364583, 0.290909, 0.215686, 1
0.481481, 0.230769, 0.152941, 1
0.361111, 0.244898, 0.192157, 1
0.287879, 0.220000, 0.196078, 0
0.444444, 0.225000, 0.156863, 1
0.268116, 0.353846, 0.254902, 1
0.326087, 0.323944, 0.278431, 0
0.260684, 0.458824, 0.333333, 0
0.305556, 0.142857, 0.164706, 1
0.260000, 0.390625, 0.250980, 1
0.444444, 0.357143, 0.164706, 1
0.274011, 0.546296, 0.423529, 0
0.289308, 0.481818, 0.431373, 1
0.866667, 0.138889, 0.141176, 1
0.200855, 0.534247, 0.286275, 0
0.248062, 0.524390, 0.321569, 0
0.272487, 0.572727, 0.431373, 0
0.087719, 0.520548, 0.286275, 0
0.193878, 0.597561, 0.321569, 1
0.224242, 0.639535, 0.337255, 0
0.270492, 0.554545, 0.431373, 0
0.291667, 0.438356, 0.286275, 1
0.020833, 0.643678, 0.341176, 0
0.283784, 0.445783, 0.325490, 0
0.733333, 0.147059, 0.133333, 1
0.258170, 0.542553, 0.368627, 0
0.187500, 0.579710, 0.270588, 0
0.263889, 0.551724, 0.341176, 0
0.388889, 0.142857, 0.164706, 1
0.061905, 0.443038, 0.309804, 0
0.272727, 0.568966, 0.454902, 0
0.982456, 0.395833, 0.188235, 1
0.303922, 0.298246, 0.223529, 1
0.298942, 0.547826, 0.450980, 1
0.333333, 0.159091, 0.172549, 0
0.738095, 0.179487, 0.152941, 1
0.252033, 0.482353, 0.333333, 0
0.266667, 0.549451, 0.356863, 0
0.273333, 0.531915, 0.368627, 0
0.266667, 0.204082, 0.192157, 1
0.201550, 0.558442, 0.301961, 1
0.360000, 0.390625, 0.250980, 1
0.194444, 0.545455, 0.301961, 1
0.263889, 0.521739, 0.360784, 0
0.250000, 0.545455, 0.345098, 0
0.289474, 0.506667, 0.294118, 1
0.272727, 0.485294, 0.266667, 1
0.265873, 0.461538, 0.356863, 1
0.242424, 0.445946, 0.290196, 0
0.303922, 0.309091, 0.215686, 1
0.371795, 0.260000, 0.196078, 1
0.253788, 0.523810, 0.329412, 0
0.287037, 0.590164, 0.478431, 1
0.231061, 0.505747, 0.341176, 0
0.407407, 0.200000, 0.176471, 1
0.020833, 0.500000, 0.250980, 1
0.211111, 0.306122, 0.192157, 1
0.283784, 0.445783, 0.325490, 0
0.638889, 0.171429, 0.137255, 1
0.204301, 0.484375, 0.250980, 0
0.995098, 0.447368, 0.298039, 0
0.409091, 0.385965, 0.223529, 1
0.371795, 0.250000, 0.203922, 1
0.041667, 0.651163, 0.337255, 0
0.196970, 0.239130, 0.180392, 1
0.266667, 0.533981, 0.403922, 0
0.265432, 0.402985, 0.262745, 0
0.266667, 0.489130, 0.360784, 0
0.279570, 0.424658, 0.286275, 0
0.275926, 0.604027, 0.584314, 1
0.666667, 0.060606, 0.129412, 1
0.385417, 0.313725, 0.200000, 1
0.266204, 0.585366, 0.482353, 0
0.236111, 0.421053, 0.223529, 0
0.115942, 0.377049, 0.239216, 0
0.184685, 0.552239, 0.262745, 0
0.267606, 0.581967, 0.478431, 0
0.186869, 0.500000, 0.258824, 1
0.265873, 0.488372, 0.337255, 0
0.284314, 0.453333, 0.294118, 0
0.222222, 0.204545, 0.172549, 1
0.388889, 0.339623, 0.207843, 1
0.322222, 0.283019, 0.207843, 1
0.257310, 0.570000, 0.392157, 0
0.166667, 0.515152, 0.258824, 1
0.269231, 0.282609, 0.180392, 0
0.252033, 0.506173, 0.317647, 0
0.028571, 0.522388, 0.262745, 1
0.258621, 0.397260, 0.286275, 1
0.370370, 0.315789, 0.223529, 1
