% ground data set
@relation ground
@attribute H real
@attribute S real
@attribute V real
@attribute class {0, 1}
@data
0.815789, 0.404255, 0.184314, 1
0.238095, 0.189189, 0.145098, 1
0.256757, 0.480519, 0.301961, 0
0.097884, 0.649485, 0.380392, 1
0.690476, 0.285714, 0.192157, 1
0.268116, 0.370968, 0.243137, 1
0.192982, 0.550725, 0.270588, 0
0.237037, 0.542169, 0.325490, 0
0.290043, 0.592308, 0.509804, 1
0.078947, 0.380000, 0.196078, 0
0.272222, 0.405405, 0.290196, 0
0.500000, 0.162162, 0.145098, 1
0.309783, 0.582278, 0.619608, 1
0.562500, 0.190476, 0.164706, 1
0.315789, 0.316667, 0.235294, 1
0.279570, 0.455882, 0.266667, 0
0.303030, 0.488889, 0.352941, 1
0.158915, 0.597222, 0.282353, 0
0.273333, 0.520833, 0.376471, 0
0.263441, 0.568807, 0.427451, 0
0.687500, 0.216216, 0.145098, 1
0.270440, 0.519608, 0.400000, 0
0.694444, 0.150000, 0.156863, 1
0.444444, 0.187500, 0.125490, 1
0.314103, 0.356164, 0.286275, 1
0.270492, 0.575472, 0.415686, 0
0.388889, 0.333333, 0.211765, 1
0.318182, 0.220000, 0.196078, 1
0.294118, 0.354167, 0.188235, 1
0.274510, 0.314815, 0.211765, 0
0.290476, 0.432099, 0.317647, 0
0.571429, 0.189189, 0.145098, 1
0.276042, 0.561404, 0.447059, 0
0.166667, 0.482759, 0.227451, 1
0.271318, 0.483146, 0.349020, 0
0.366667, 0.138889, 0.141176, 1
0.271739, 0.511111, 0.352941, 0
0.184685, 0.552239, 0.262745, 1
0.733333, 0.147059, 0.133333, 1
0.274011, 0.567308, 0.407843, 0
0.280142, 0.500000, 0.368627, 0
0.279762, 0.411765, 0.266667, 1
0.540000, 0.490196, 0.200000, 1
0.297297, 0.578125, 0.501961, 1
0.500000, 0.157895, 0.149020, 0
0.245614, 0.322034, 0.231373, 0
0.222222, 0.166667, 0.211765, 1
0.266667, 0.208333, 0.188235, 1
0.279762, 0.466667, 0.235294, 0
0.266667, 0.500000, 0.352941, 0
0.666667, 0.210526, 0.149020, 1
0.733333, 0.147059, 0.133333, 1
0.257576, 0.349206, 0.247059, 0
0.186869, 0.507692, 0.254902, 1
0.444444, 0.236842, 0.149020, 1
0.275000, 0.363636, 0.215686, 1
0.248485, 0.544554, 0.396078, 1
0.293532, 0.558333, 0.470588, 1
0.333333, 0.166667, 0.164706, 1
0.267361, 0.539326, 0.349020, 0
0.378788, 0.211538, 0.203922, 1
0.279762, 0.383562, 0.286275, 0
0.275000, 0.317460, 0.247059, 0
0.277778, 0.536842, 0.372549, 0
0.545455, 0.268293, 0.160784, 1
0.366667, 0.181818, 0.215686, 1
0.148148, 0.592105, 0.298039, 0
0.733333, 0.147059, 0.133333, 1
0.409091, 0.244444, 0.176471, 1
0.303030, 0.392857, 0.219608, 1
0.269231, 0.265306, 0.192157, 0
0.277778, 0.548077, 0.407843, 0
0.287879, 0.229167, 0.188235, 1
0.237374, 0.478261, 0.270588, 1
0.604167, 0.200000, 0.156863, 1
0.193182, 0.578947, 0.298039, 1
0.289855, 0.556452, 0.486275, 1
0.738095, 0.200000, 0.137255, 1
0.322222, 0.283019, 0.207843, 1
0.212121, 0.617978, 0.349020, 0
0.277778, 0.520408, 0.384314, 0
0.166667, 0.567164, 0.262745, 1
0.280488, 0.476744, 0.337255, 0
0.270440, 0.530000, 0.392157, 0
0.273333, 0.520833, 0.376471, 0
0.283688, 0.505376, 0.364706, 0
0.293860, 0.571429, 0.521569, 0
0.533333, 0.138889, 0.141176, 1
0.208333, 0.377358, 0.207843, 1
0.273333, 0.505051, 0.388235, 0
0.562500, 0.200000, 0.156863, 1
0.324074, 0.327273, 0.215686, 1
0.337398, 0.394231, 0.407843, 1
0.263889, 0.558140, 0.337255, 1
0.187500, 0.177778, 0.176471, 0
0.027778, 0.240000, 0.196078, 0
0.289308, 0.524752, 0.396078, 0
0.340909, 0.328358, 0.262745, 1
0.284038, 0.568000, 0.490196, 0
0.254237, 0.590000, 0.392157, 0
0.264286, 0.593220, 0.462745, 1
0.769231, 0.295455, 0.172549, 1
0.267361, 0.545455, 0.345098, 0
0.263158, 0.493506, 0.301961, 0
0.188889, 0.740741, 0.317647, 1
0.378788, 0.229167, 0.188235, 1
0.245370, 0.500000, 0.282353, 0
0.274510, 0.303571, 0.219608, 0
0.115385, 0.206349, 0.247059, 1
0.222222, 0.209302, 0.168627, 0
0.283784, 0.451220, 0.321569, 0
0.444444, 0.219512, 0.160784, 1
0.194969, 0.623529, 0.333333, 1
0.371795, 0.265306, 0.192157, 1
0.279762, 0.378378, 0.290196, 0
0.409091, 0.289474, 0.149020, 1
0.238889, 0.416667, 0.282353, 1
0.298246, 0.311475, 0.239216, 1
0.266204, 0.610169, 0.462745, 0
0.182796, 0.516667, 0.235294, 1
0.426829, 0.500000, 0.321569, 1
0.270440, 0.524752, 0.396078, 0
0.287037, 0.315789, 0.223529, 0
0.315789, 0.327586, 0.227451, 1
0.366667, 0.208333, 0.188235, 0
0.269231, 0.254902, 0.200000, 0
0.276042, 0.571429, 0.439216, 0
0.274194, 0.574074, 0.423529, 0
0.277778, 0.570000, 0.392157, 0
0.274011, 0.561905, 0.411765, 0
0.265432, 0.380282, 0.278431, 0
0.219298, 0.558824, 0.266667, 1
0.298246, 0.306452, 0.243137, 0
0.533333, 0.138889, 0.141176, 1
0.275362, 0.377049, 0.239216, 1
0.300000, 0.352113, 0.278431, 0
0.289308, 0.524752, 0.396078, 0
0.571429, 0.175000, 0.156863, 0
0.270440, 0.524752, 0.396078, 0
0.633333, 0.135135, 0.145098, 0
0.171875, 0.507937, 0.247059, 1
0.200000, 0.102041, 0.192157, 1
0.269231, 0.265306, 0.192157, 1
0.200000, 0.135135, 0.145098, 0
0.458333, 0.117647, 0.133333, 0
0.245614, 0.327586, 0.227451, 0
0.444444, 0.225000, 0.156863, 1
0.116667, 0.384615, 0.203922, 0
0.500000, 0.162162, 0.145098, 1
0.275362, 0.343284, 0.262745, 0
0.250000, 0.485714, 0.274510, 0
0.290476, 0.448718, 0.305882, 0
0.306202, 0.597222, 0.564706, 1
0.309524, 0.274510, 0.200000, 1
0.638889, 0.166667, 0.141176, 0
0.269231, 0.400000, 0.254902, 0
0.280142, 0.500000, 0.368627, 0
0.250000, 0.375000, 0.250980, 0
0.272222, 0.434783, 0.270588, 0
0.198113, 0.595506, 0.349020, 1
0.256944, 0.452830, 0.415686, 1
0.194444, 0.500000, 0.282353, 1
0.410256, 0.276596, 0.184314, 1
0.280488, 0.465909, 0.345098, 0
0.571429, 0.175000, 0.156863, 1
0.302083, 0.561404, 0.447059, 1
0.276515, 0.483516, 0.356863, 0
0.233333, 0.116279, 0.168627, 0
0.274691, 0.529412, 0.400000, 0
0.265432, 0.409091, 0.258824, 0
0.305031, 0.509615, 0.407843, 1
0.364583, 0.313725, 0.200000, 1
0.098039, 0.354167, 0.188235, 1
0.293860, 0.575758, 0.517647, 1
0.322222, 0.300000, 0.196078, 1
0.280142, 0.528090, 0.349020, 1
0.481481, 0.225000, 0.156863, 1
0.134259, 0.480000, 0.294118, 0
0.162963, 0.692308, 0.254902, 0
0.274691, 0.534653, 0.396078, 0
0.261905, 0.466667, 0.294118, 0
0.023810, 0.437500, 0.250980, 0
0.277778, 0.542857, 0.411765, 0
0.257937, 0.512195, 0.321569, 0
0.285714, 0.411765, 0.266667, 0
0.266667, 0.505618, 0.349020, 0
0.276515, 0.494382, 0.349020, 0
0.322222, 0.294118, 0.200000, 1
0.638889, 0.142857, 0.164706, 0
0.238889, 0.447761, 0.262745, 1
0.261905, 0.479452, 0.286275, 0
0.319820, 0.440476, 0.329412, 1
0.274510, 0.314815, 0.211765, 1
0.533333, 0.256410, 0.152941, 1
0.285256, 0.520000, 0.392157, 0
0.410256, 0.282609, 0.180392, 1
0.738095, 0.184211, 0.149020, 0
0.694444, 0.176471, 0.133333, 1
0.297619, 0.269231, 0.203922, 0
0.274510, 0.314815, 0.211765, 0
0.200000, 0.111111, 0.176471, 0
0.380952, 0.350000, 0.235294, 1
0.291667, 0.432432, 0.290196, 1
0.571429, 0.179487, 0.152941, 0
0.272222, 0.441176, 0.266667, 1
0.256410, 0.481481, 0.317647, 0
0.265027, 0.575472, 0.415686, 0
0.562500, 0.200000, 0.156863, 0
0.200000, 0.576923, 0.305882, 0
0.258706, 0.587719, 0.447059, 0
0.633333, 0.142857, 0.137255, 0
0.282051, 0.376812, 0.270588, 0
0.633333, 0.128205, 0.152941, 0
0.388889, 0.139535, 0.168627, 1
0.252976, 0.583333, 0.376471, 0
0.284091, 0.511628, 0.337255, 1
0.571429, 0.189189, 0.145098, 0
0.275510, 0.515789, 0.372549, 0
0.263158, 0.570000, 0.392157, 0
0.700000, 0.147059, 0.133333, 1
0.303213, 0.633588, 0.513725, 1
0.366667, 0.116279, 0.168627, 1
0.215054, 0.500000, 0.243137, 1
0.198718, 0.626506, 0.325490, 1
0.182796, 0.492063, 0.247059, 1
0.280488, 0.476744, 0.337255, 0
0.333333, 0.194444, 0.141176, 1
0.916667, 0.047619, 0.164706, 0
0.166667, 0.400000, 0.235294, 0
0.281863, 0.557377, 0.478431, 0
0.281250, 0.275862, 0.227451, 0
0.444444, 0.236842, 0.149020, 1
0.269231, 0.650000, 0.549020, 1
0.290476, 0.432099, 0.317647, 0
0.666667, 0.217391, 0.180392, 1
0.500000, 0.157895, 0.149020, 1
0.284848, 0.500000, 0.431373, 1
0.265027, 0.580952, 0.411765, 1
0.043210, 0.415385, 0.254902, 0
0.281250, 0.296296, 0.211765, 0
0.694444, 0.142857, 0.164706, 0
0.483333, 0.250000, 0.156863, 1
0.269231, 0.376812, 0.270588, 0
0.371795, 0.250000, 0.203922, 1
0.384615, 0.282609, 0.180392, 1
0.194444, 0.476190, 0.247059, 1
0.250000, 0.250000, 0.188235, 0
0.733333, 0.142857, 0.137255, 0
0.633333, 0.125000, 0.156863, 0
0.500000, 0.162162, 0.145098, 1
0.250000, 0.545455, 0.345098, 0
0.220588, 0.492754, 0.270588, 0
0.282051, 0.382353, 0.266667, 0
0.280488, 0.471264, 0.341176, 0
0.276515, 0.494382, 0.349020, 0
0.274691, 0.580645, 0.364706, 1
0.481481, 0.236842, 0.149020, 1
0.303030, 0.478261, 0.270588, 1
0.284615, 0.560345, 0.454902, 1
0.571429, 0.200000, 0.137255, 1
0.275362, 0.370968, 0.243137, 0
0.133929, 0.691358, 0.317647, 1
0.633333, 0.142857, 0.137255, 0
0.481481, 0.225000, 0.156863, 1
0.297619, 0.241379, 0.227451, 1
0.033333, 0.119048, 0.164706, 0
0.276423, 0.465909, 0.345098, 0
0.533333, 0.238095, 0.164706, 1
0.000000, 0.142857, 0.164706, 0
0.285714, 0.142857, 0.192157, 0
0.269231, 0.260000, 0.196078, 0
0.500000, 0.146341, 0.160784, 1
0.289683, 0.482759, 0.341176, 1
0.200000, 0.684932, 0.286275, 1
0.500000, 0.162162, 0.145098, 1
0.265625, 0.470588, 0.266667, 0
0.451550, 0.569536, 0.592157, 1
0.266667, 0.505051, 0.388235, 0
0.273333, 0.537634, 0.364706, 0
0.500000, 0.142857, 0.164706, 1
0.616667, 0.243902, 0.160784, 1
0.211111, 0.312500, 0.188235, 1
0.254902, 0.309091, 0.215686, 0
0.533333, 0.128205, 0.152941, 1
0.238095, 0.355932, 0.231373, 0
0.268116, 0.365079, 0.247059, 0
0.294118, 0.293103, 0.227451, 0
0.283784, 0.468354, 0.309804, 0
0.238095, 0.175000, 0.156863, 0
0.192982, 0.575758, 0.258824, 1
0.285256, 0.514851, 0.396078, 0
0.143939, 0.385965, 0.223529, 1
0.258865, 0.540230, 0.341176, 0
0.700000, 0.147059, 0.133333, 0
0.388889, 0.153846, 0.152941, 1
0.345238, 0.259259, 0.211765, 1
0.277778, 0.455696, 0.309804, 0
0.458333, 0.117647, 0.133333, 1
0.218391, 0.483333, 0.235294, 1
0.323944, 0.577236, 0.482353, 1
0.409091, 0.268293, 0.160784, 1
0.045455, 0.244444, 0.176471, 1
0.275510, 0.510417, 0.376471, 0
0.305556, 0.428571, 0.274510, 1
0.583333, 0.391304, 0.180392, 1
0.268116, 0.383333, 0.235294, 0
0.378788, 0.189655, 0.227451, 1
0.383721, 0.467391, 0.360784, 1
0.333333, 0.175000, 0.156863, 0
0.272487, 0.557522, 0.443137, 0
0.481481, 0.230769, 0.152941, 1
0.666667, 0.200000, 0.156863, 1
0.265873, 0.500000, 0.329412, 0
0.265027, 0.570093, 0.419608, 0
0.284848, 0.544554, 0.396078, 0
0.351852, 0.310345, 0.227451, 1
0.572917, 0.355556, 0.176471, 1
0.280142, 0.635135, 0.580392, 1
0.133333, 0.116279, 0.168627, 0
0.266667, 0.515464, 0.380392, 0
0.297619, 0.280000, 0.196078, 1
0.409091, 0.203704, 0.211765, 0
0.322917, 0.528926, 0.474510, 1
0.687500, 0.216216, 0.145098, 1
0.562500, 0.195122, 0.160784, 0
0.472222, 0.292683, 0.160784, 1
0.410256, 0.288889, 0.176471, 1
0.270492, 0.570093, 0.419608, 0
0.297101, 0.494624, 0.364706, 0
0.250000, 0.218182, 0.215686, 0
0.265873, 0.488372, 0.337255, 0
0.187500, 0.205128, 0.152941, 0
0.233333, 0.106383, 0.184314, 0
0.562500, 0.195122, 0.160784, 0
0.280488, 0.482353, 0.333333, 0
0.562500, 0.181818, 0.172549, 1
0.277778, 0.461538, 0.305882, 0
0.277778, 0.475610, 0.321569, 0
0.298246, 0.287879, 0.258824, 0
0.282051, 0.388060, 0.262745, 0
0.410714, 0.528302, 0.207843, 1
0.238095, 0.170732, 0.160784, 0
0.327451, 0.544872, 0.611765, 1
0.290850, 0.463636, 0.431373, 1
0.738095, 0.184211, 0.149020, 1
0.269231, 0.265306, 0.192157, 0
0.267094, 0.614173, 0.498039, 0
0.687500, 0.216216, 0.145098, 1
0.500000, 0.146341, 0.160784, 1
0.271739, 0.505495, 0.356863, 0
0.500000, 0.162162, 0.145098, 1
0.265027, 0.575472, 0.415686, 0
0.269231, 0.260000, 0.196078, 0
0.277778, 0.560748, 0.419608, 0
0.303922, 0.278689, 0.239216, 1
0.280822, 0.579365, 0.494118, 0
0.285714, 0.333333, 0.247059, 0
0.280000, 0.526316, 0.372549, 0
0.288889, 0.517241, 0.341176, 0
0.284091, 0.564103, 0.305882, 0
0.192308, 0.325000, 0.156863, 1
0.246377, 0.534884, 0.337255, 0
0.361111, 0.272727, 0.172549, 1
0.262821, 0.541667, 0.376471, 0
0.416667, 0.054054, 0.145098, 1
0.371795, 0.254902, 0.200000, 1
0.316667, 0.584795, 0.670588, 1
0.638889, 0.146341, 0.160784, 0
0.611111, 0.090909, 0.129412, 1
0.694444, 0.171429, 0.137255, 1
0.590909, 0.282051, 0.152941, 1
0.287582, 0.510000, 0.392157, 0
0.388889, 0.339623, 0.207843, 1
0.202899, 0.469388, 0.192157, 1
0.350000, 0.208333, 0.188235, 1
0.285256, 0.520000, 0.392157, 0
0.279762, 0.394366, 0.278431, 0
0.303571, 0.400000, 0.274510, 1
0.269231, 0.382353, 0.266667, 1
0.289720, 0.640719, 0.654902, 1
0.266667, 0.537634, 0.364706, 0
0.700000, 0.138889, 0.141176, 0
0.270440, 0.563830, 0.368627, 1
0.378788, 0.229167, 0.188235, 1
0.777778, 0.096774, 0.121569, 1
0.319820, 0.445783, 0.325490, 1
0.388889, 0.346154, 0.203922, 1
0.279570, 0.436620, 0.278431, 0
0.280864, 0.519231, 0.407843, 0
0.287037, 0.305085, 0.231373, 0
0.242424, 0.492537, 0.262745, 0
0.279762, 0.388889, 0.282353, 0
0.378788, 0.234043, 0.184314, 1
0.157895, 0.311475, 0.239216, 0
0.274691, 0.540000, 0.392157, 0
0.265873, 0.531646, 0.309804, 1
0.371795, 0.260000, 0.196078, 1
0.312500, 0.177778, 0.176471, 1
0.700000, 0.147059, 0.133333, 1
0.020833, 0.406780, 0.231373, 0
0.255208, 0.438356, 0.286275, 1
0.616667, 0.256410, 0.152941, 1
0.175000, 0.563380, 0.278431, 1
0.328125, 0.359551, 0.349020, 1
0.273504, 0.481481, 0.317647, 0
0.289683, 0.477273, 0.345098, 0
0.250000, 0.244898, 0.192157, 0
0.255556, 0.300000, 0.196078, 0
0.263889, 0.510638, 0.368627, 0
0.172043, 0.492063, 0.247059, 1
0.244048, 0.424242, 0.258824, 0
0.250000, 0.539326, 0.349020, 0
0.410256, 0.282609, 0.180392, 1
0.533333, 0.142857, 0.137255, 1
0.284038, 0.568000, 0.490196, 1
0.273333, 0.505051, 0.388235, 0
0.407407, 0.204545, 0.172549, 1
0.185714, 0.530303, 0.258824, 1
0.255556, 0.294118, 0.200000, 0
0.298246, 0.311475, 0.239216, 0
0.259259, 0.568421, 0.372549, 0
0.562500, 0.190476, 0.164706, 1
0.303571, 0.411765, 0.266667, 0
0.283784, 0.445783, 0.325490, 0
0.273504, 0.500000, 0.305882, 0
0.303571, 0.383562, 0.286275, 0
0.074074, 0.180000, 0.196078, 0
0.666667, 0.250000, 0.156863, 1
0.294118, 0.303571, 0.219608, 0
0.274011, 0.551402, 0.419608, 0
0.327778, 0.434783, 0.270588, 1
0.213768, 0.575000, 0.313725, 0
0.343137, 0.288136, 0.231373, 1
0.571429, 0.189189, 0.145098, 1
0.361111, 0.250000, 0.188235, 1
0.237374, 0.478261, 0.270588, 0
0.263158, 0.587629, 0.380392, 0
0.416667, 0.050000, 0.156863, 0
0.284038, 0.577236, 0.482353, 0
0.266667, 0.338983, 0.231373, 0
0.312500, 0.495575, 0.443137, 1
0.199187, 0.577465, 0.278431, 1
0.293532, 0.598214, 0.439216, 1
0.276515, 0.494382, 0.349020, 0
0.124031, 0.605634, 0.278431, 0
0.277778, 0.443182, 0.345098, 1
0.178295, 0.589041, 0.286275, 1
0.238889, 0.476190, 0.247059, 0
0.388889, 0.157895, 0.149020, 1
0.284314, 0.441558, 0.301961, 0
0.200000, 0.584416, 0.301961, 1
0.256757, 0.480519, 0.301961, 0
0.238095, 0.264151, 0.207843, 1
0.333333, 0.155556, 0.176471, 0
0.273333, 0.515464, 0.380392, 0
0.533333, 0.128205, 0.152941, 0
0.276042, 0.576577, 0.435294, 0
0.733333, 0.147059, 0.133333, 1
0.261111, 0.588235, 0.400000, 0
0.405063, 0.745283, 0.415686, 1
0.279570, 0.407895, 0.298039, 0
0.287037, 0.327273, 0.215686, 0
0.274510, 0.303571, 0.219608, 0
0.271318, 0.494253, 0.341176, 0
0.068376, 0.541667, 0.282353, 0
0.233333, 0.396825, 0.247059, 1
0.274011, 0.556604, 0.415686, 0
0.261905, 0.492958, 0.278431, 0
0.269841, 0.572727, 0.431373, 1
0.285714, 0.159091, 0.172549, 1
0.276042, 0.592593, 0.423529, 0
0.700000, 0.131579, 0.149020, 0
0.266667, 0.333333, 0.235294, 0
0.274775, 0.616667, 0.470588, 0
0.265432, 0.397059, 0.266667, 0
0.444444, 0.162162, 0.145098, 1
0.267241, 0.557692, 0.407843, 0
0.571429, 0.162791, 0.168627, 1
0.000000, 0.476190, 0.247059, 1
0.297619, 0.269231, 0.203922, 0
0.700000, 0.147059, 0.133333, 1
0.318841, 0.455446, 0.396078, 1
0.350000, 0.200000, 0.196078, 0
0.260000, 0.378788, 0.258824, 0
0.153333, 0.438596, 0.223529, 1
0.230159, 0.362069, 0.227451, 1
0.225926, 0.692308, 0.254902, 1
0.286458, 0.537815, 0.466667, 1
0.256410, 0.388060, 0.262745, 0
0.283333, 0.481928, 0.325490, 0
0.266667, 0.517241, 0.341176, 0
0.233333, 0.121951, 0.160784, 0
0.333333, 0.166667, 0.164706, 1
0.162963, 0.592105, 0.298039, 0
0.533333, 0.128205, 0.152941, 1
0.287037, 0.585366, 0.482353, 1
0.238739, 0.486842, 0.298039, 0
0.300000, 0.568182, 0.345098, 1
0.318182, 0.220000, 0.196078, 0
0.270833, 0.560000, 0.392157, 0
0.233333, 0.125000, 0.156863, 1
0.500000, 0.176471, 0.133333, 1
0.296875, 0.385542, 0.325490, 1
0.236111, 0.380952, 0.247059, 0
0.322368, 0.575758, 0.517647, 1
0.611111, 0.081081, 0.145098, 1
0.366667, 0.128205, 0.152941, 1
0.215909, 0.571429, 0.301961, 1
0.258621, 0.408451, 0.278431, 0
0.266667, 0.544554, 0.396078, 0
0.280864, 0.524272, 0.403922, 0
0.303030, 0.533981, 0.403922, 1
0.456522, 0.425926, 0.211765, 1
0.192982, 0.527778, 0.282353, 1
0.272727, 0.594595, 0.435294, 0
0.070707, 0.397590, 0.325490, 0
0.263158, 0.548077, 0.407843, 0
0.083333, 0.421053, 0.223529, 1
0.364583, 0.296296, 0.211765, 1
0.278571, 0.593220, 0.462745, 0
0.280142, 0.494737, 0.372549, 0
0.481481, 0.230769, 0.152941, 1
0.285714, 0.338710, 0.243137, 0
0.196078, 0.531250, 0.250980, 1
0.000000, 0.000000, 0.133333, 0
0.700000, 0.147059, 0.133333, 0
0.238739, 0.506849, 0.286275, 0
0.311111, 0.632530, 0.650980, 1
0.275000, 0.338983, 0.231373, 0
0.269231, 0.254902, 0.200000, 1
0.388889, 0.333333, 0.211765, 1
0.194969, 0.623529, 0.333333, 1
0.666667, 0.205128, 0.152941, 0
0.287440, 0.565574, 0.478431, 1
0.265873, 0.494118, 0.333333, 0
0.385417, 0.301887, 0.207843, 1
0.222222, 0.500000, 0.282353, 0
0.280864, 0.519231, 0.407843, 0
0.268116, 0.383333, 0.235294, 0
0.238095, 0.355932, 0.231373, 0
0.270492, 0.570093, 0.419608, 0
0.407407, 0.204545, 0.172549, 1
0.194444, 0.545455, 0.258824, 1
0.444444, 0.230769, 0.152941, 1
0.262821, 0.536082, 0.380392, 0
0.284848, 0.533981, 0.403922, 0
0.297619, 0.254545, 0.215686, 0
0.191358, 0.435484, 0.243137, 0
0.259259, 0.562500, 0.376471, 0
0.277778, 0.560748, 0.419608, 0
0.219298, 0.506667, 0.294118, 1
0.391667, 0.465116, 0.337255, 1
0.275510, 0.505155, 0.380392, 0
0.235507, 0.554217, 0.325490, 0
0.407407, 0.209302, 0.168627, 1
0.274775, 0.592000, 0.490196, 1
0.291165, 0.605839, 0.537255, 1
0.611111, 0.083333, 0.141176, 1
0.158915, 0.605634, 0.278431, 0
0.286920, 0.622047, 0.498039, 1
0.250000, 0.419355, 0.243137, 0
0.255556, 0.294118, 0.200000, 0
0.407407, 0.209302, 0.168627, 0
0.388889, 0.130435, 0.180392, 1
0.291667, 0.375000, 0.250980, 0
0.323129, 0.485149, 0.396078, 1
0.297619, 0.264151, 0.207843, 0
0.242424, 0.485294, 0.266667, 0
0.371795, 0.260000, 0.196078, 1
0.270833, 0.543689, 0.403922, 0
0.043210, 0.435484, 0.243137, 0
0.694444, 0.171429, 0.137255, 1
0.271739, 0.500000, 0.360784, 0
0.114583, 0.657534, 0.286275, 1
0.277778, 0.075000, 0.156863, 1
0.481481, 0.225000, 0.156863, 1
0.263158, 0.558824, 0.400000, 0
0.256757, 0.474359, 0.305882, 0
0.250000, 0.521739, 0.360784, 0
0.275362, 0.575000, 0.470588, 0
0.256757, 0.486842, 0.298039, 0
0.255556, 0.283019, 0.207843, 0
0.666667, 0.222222, 0.176471, 1
0.265873, 0.518519, 0.317647, 0
0.284091, 0.517647, 0.333333, 0
0.500000, 0.157895, 0.149020, 0
0.638889, 0.150000, 0.156863, 1
0.666667, 0.277778, 0.141176, 0
0.267361, 0.510638, 0.368627, 0
0.285714, 0.159091, 0.172549, 0
0.571429, 0.189189, 0.145098, 1
0.694444, 0.162162, 0.145098, 1
0.273551, 0.617450, 0.584314, 1
0.175676, 0.544118, 0.266667, 1
0.266667, 0.670103, 0.380392, 1
0.277778, 0.439024, 0.321569, 0
0.365079, 0.313433, 0.262745, 1
0.287037, 0.580645, 0.486275, 1
0.666667, 0.060606, 0.129412, 0
0.275362, 0.579832, 0.466667, 0
0.576923, 0.309524, 0.164706, 1
0.633333, 0.142857, 0.137255, 0
0.500000, 0.162162, 0.145098, 1
0.444444, 0.162162, 0.145098, 1
0.333333, 0.235294, 0.200000, 1
0.252874, 0.426471, 0.266667, 1
0.364583, 0.301887, 0.207843, 1
0.258621, 0.420290, 0.270588, 0
0.193878, 0.612500, 0.313725, 0
0.238760, 0.843137, 1.000000, 1
0.611111, 0.081081, 0.145098, 0
0.277778, 0.545455, 0.431373, 0
0.289583, 0.597015, 0.525490, 1
0.273333, 0.526316, 0.372549, 0
0.118519, 0.652174, 0.270588, 0
0.263158, 0.487179, 0.305882, 0
0.274691, 0.534653, 0.396078, 0
0.161458, 0.500000, 0.250980, 1
0.272222, 0.416667, 0.282353, 0
0.385417, 0.307692, 0.203922, 1
0.194444, 0.142857, 0.164706, 0
0.238095, 0.285714, 0.192157, 0
0.263441, 0.558559, 0.435294, 0
0.533333, 0.138889, 0.141176, 1
0.285714, 0.344262, 0.239216, 0
0.297980, 0.664430, 0.584314, 1
0.398246, 1.000000, 0.745098, 1
0.571429, 0.170732, 0.160784, 1
0.345238, 0.285714, 0.192157, 1
0.410256, 0.302326, 0.168627, 1
0.318182, 0.215686, 0.200000, 0
0.121528, 0.623377, 0.301961, 1
0.633333, 0.142857, 0.137255, 0
0.090909, 0.234043, 0.184314, 1
0.297619, 0.259259, 0.211765, 1
0.275510, 0.515789, 0.372549, 0
0.289683, 0.494118, 0.333333, 0
0.444444, 0.230769, 0.152941, 1
0.311828, 0.387500, 0.313725, 1
0.291111, 0.590551, 0.498039, 1
0.279762, 0.405797, 0.270588, 0
0.638889, 0.142857, 0.164706, 0
0.160377, 0.616279, 0.337255, 1
0.345238, 0.264151, 0.207843, 1
0.210692, 0.616279, 0.337255, 1
0.277778, 0.510000, 0.392157, 0
0.270833, 0.560000, 0.392157, 0
0.280000, 0.526316, 0.372549, 0
0.345238, 0.274510, 0.200000, 1
0.280000, 0.531915, 0.368627, 0
0.458333, 0.102564, 0.152941, 0
0.571429, 0.179487, 0.152941, 0
0.283784, 0.506849, 0.286275, 1
0.378788, 0.239130, 0.180392, 1
0.259259, 0.540000, 0.392157, 0
0.265873, 0.512195, 0.321569, 0
0.318841, 0.450980, 0.400000, 1
0.481481, 0.225000, 0.156863, 1
0.293750, 0.563380, 0.556863, 1
0.210526, 0.640449, 0.349020, 1
0.248062, 0.505882, 0.333333, 0
0.281250, 0.301887, 0.207843, 0
0.166667, 0.448276, 0.227451, 0
0.432292, 0.463768, 0.270588, 1
0.500000, 0.157895, 0.149020, 1
0.287879, 0.244444, 0.176471, 1
0.130952, 0.538462, 0.203922, 1
0.611111, 0.071429, 0.164706, 0
0.388889, 0.333333, 0.211765, 1
0.283784, 0.456790, 0.317647, 0
0.270492, 0.575472, 0.415686, 0
0.275000, 0.327869, 0.239216, 1
0.625000, 0.285714, 0.164706, 1
0.250000, 0.400000, 0.235294, 0
0.407407, 0.214286, 0.164706, 1
0.231481, 0.367347, 0.192157, 0
0.269231, 0.260000, 0.196078, 0
0.270833, 0.526316, 0.298039, 0
0.269841, 0.577982, 0.427451, 0
0.305556, 0.379747, 0.309804, 0
0.275510, 0.515789, 0.372549, 0
0.588889, 0.340909, 0.172549, 1
0.198718, 0.619048, 0.329412, 1
0.544444, 0.365854, 0.160784, 1
0.553030, 0.468085, 0.184314, 1
0.279570, 0.424658, 0.286275, 0
0.266667, 0.494505, 0.356863, 0
0.571429, 0.162791, 0.168627, 1
0.444444, 0.130435, 0.180392, 0
0.184685, 0.544118, 0.266667, 1
0.678571, 0.250000, 0.219608, 1
0.300000, 0.362319, 0.270588, 0
0.285714, 0.308824, 0.266667, 0
0.330808, 0.564103, 0.458824, 1
0.366667, 0.256410, 0.152941, 1
0.694444, 0.176471, 0.133333, 1
0.280392, 0.594406, 0.560784, 1
